Nome;Indirizzo;Città;Nazione;Prezzo;Fascia Di Prezzo;Tipo di Cucina;Longitude;Latitude;PrenotazioneOnline;Delivery;WebsiteUrl;Award;Servizi
Le Petit Nice;Anse de Maldormé, Marseille, 13007, France;Marseille; France;€€€€;100;Seafood;5.3520484;43.2802565;SI;SI;https://www.passedat.fr;3 Stars;Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access
Mirazur;30 avenue Aristide-Briand, Menton, 06500, France;Menton; France;€€€€;100;Creative;7.5280514;43.7859304;SI;NO;https://www.mirazur.fr/;3 Stars;Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
AM par Alexandre Mazzia;9 rue François-Rocca, Marseille, 13008, France;Marseille; France;€€€€;100;Creative;5.3862325;43.2701104;NO;NO;https://www.alexandre-mazzia.com/;3 Stars;Air conditioning
Pic;285 avenue Victor-Hugo, Valence, 26000, France;Valence; France;€€€€;100;Creative;4.8855601;44.9176875;SI;SI;http://www.anne-sophie-pic.com;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Pierre Gagnaire;6 rue Balzac, Paris, 75008, France;Paris; France;€€€€;100;Creative;2.3003862;48.8732506;SI;NO;http://pierregagnaire-lerestaurant.com;3 Stars;Air conditioning,Interesting wine list,Valet parking,Wheelchair access
Flocons de Sel;1775 route du Leutaz, Le Leutaz, Megève, 74120, France;Megève; France;€€€€;100;Modern Cuisine;6.5969625;45.8302404;NO;SI;https://www.floconsdesel.com;3 Stars;Car park,Garden or park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access
Alléno Paris au Pavillon Ledoyen;8 avenue Dutuit, Paris, 75008, France;Paris; France;€€€€;100;Creative;2.3164993;48.8660932;SI;NO;https://www.yannick-alleno.com;3 Stars;Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access
L'Ambroisie;9 place des Vosges, Paris, 75004, France;Paris; France;€€€€;100;Classic Cuisine;2.3645215;48.855494;NO;NO;https://www.ambroisie-paris.com/;3 Stars;Air conditioning,Restaurant offering vegetarian menus
Le Pré Catelan;Route de Suresnes - bois de Boulogne, Paris, 75016, France;Paris; France;€€€€;100;Creative, Contemporary;2.2507182;48.8639374;SI;SI;https://www.leprecatelan.com/;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list,Valet parking,Wheelchair access
Le Cinq;Four Seasons Hotel George V, 31 avenue George-V, Paris, 75008, France;Paris; France;€€€€;100;Modern Cuisine;2.3008612;48.8687604;SI;NO;https://www.fourseasons.com;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access
Maison Lameloise;36 place d'Armes, Chagny, 71150, France;Chagny; France;€€€€;100;Modern Cuisine;4.7529917;46.9078385;NO;SI;https://www.lameloise.fr/;3 Stars;Air conditioning,Interesting wine list
Le Gabriel - La Réserve Paris;La Réserve Paris, 42 avenue Gabriel, Paris, 75008, France;Paris; France;€€€€;100;Creative;2.3132078;48.8697309;NO;SI;https://www.lareserve-paris.com/;3 Stars;Air conditioning,Brunch,Interesting wine list,Valet parking,Wheelchair access
Épicure;Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France;Paris; France;€€€€;100;Modern Cuisine;2.3145978;48.8717223;NO;SI;https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/epicure/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access
Arpège;84 rue de Varenne, Paris, 75007, France;Paris; France;€€€€;100;Creative;2.3170127;48.8557538;SI;SI;https://www.alain-passard.com/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus
Le Louis XV - Alain Ducasse à l'Hôtel de Paris;Place du Casino, Monaco, 98000, France;Monaco; France;€€€€;100;Mediterranean Cuisine, Modern Cuisine;7.4271047;43.7391839;NO;NO;https://www.ducasse-paris.com/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access
Restaurant Marcon;Larsiallas, 18 chemin de Brard, Saint-Bonnet-le-Froid, 43290, France;Saint-Bonnet-le-Froid; France;€€€€;100;Creative;4.4342679;45.1386734;NO;SI;https://www.lesmaisonsmarcon.fr/;3 Stars;Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access
Kei;5 rue du Coq-Héron, Paris, 75001, France;Paris; France;€€€€;100;Modern Cuisine, Creative;2.3422847;48.8643947;SI;SI;https://www.restaurant-kei.fr/;3 Stars;Air conditioning,Interesting wine list
Les Prés d'Eugénie - Michel Guérard;Place de l'Impératrice, Eugénie-les-Bains, 40320, France;Eugénie-les-Bains; France;€€€€;100;Classic Cuisine;-0.3797229;43.696604;NO;SI;https://lespresdeugenie.com/;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list,Terrace
Auberge du Vieux Puits;5 avenue Saint-Victor, Fontjoncouse, 11360, France;Fontjoncouse; France;€€€€;100;Creative;2.7893292;43.0481728;SI;NO;https://www.aubergeduvieuxpuits.fr/fr/;3 Stars;Air conditioning,Car park,Interesting wine list,Wheelchair access
L'Oustau de Baumanière;Mas de Baumanière, Les Baux-de-Provence, 13520, France;Les Baux-de-Provence; France;€€€€;100;Creative;4.7873628;43.7402659;NO;SI;http://www.baumaniere.com;3 Stars;Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access
La Vague d'Or - Cheval Blanc St-Tropez;Plage de la Bouillabaisse, Saint-Tropez, 83990, France;Saint-Tropez; France;€€€€;100;Creative;6.6261535;43.2665849;SI;SI;https://www.chevalblanc.com/fr/maison/st-tropez/;3 Stars;Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access
Assiette Champenoise;40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France;Reims; France;€€€€;100;Creative;4.0032666;49.2478347;SI;NO;https://www.assiettechampenoise.com/;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access
Troisgros - Le Bois sans Feuilles;728 route de Villerest, Ouches, 42155, France;Ouches; France;€€€€;100;Creative;3.99236;46.01033;SI;SI;https://www.troisgros.fr/;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Georges Blanc;Place du Marché, Vonnas, 01540, France;Vonnas; France;€€€€;100;Classic Cuisine;4.9894987;46.2201083;SI;SI;https://www.georgesblanc.com/fr/;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list
Le 1947 à Cheval Blanc;Cheval Blanc, Le Jardin Alpin, Courchevel 1850, Courchevel, 73120, France;Courchevel; France;€€€€;100;Creative;6.6338696;45.4094877;NO;NO;https://www.chevalblanc.com/fr/maison/courchevel/;3 Stars;Interesting wine list,Valet parking,Wheelchair access
La Marine;3 rue Marie-Lemonnier, L'Herbaudière, 85330, France;L'Herbaudière; France;€€€€;100;Creative, Seafood;-2.2999341;47.0237104;SI;SI;https://www.alexandrecouillon.com/fr/;3 Stars;Air conditioning,Interesting wine list,Wheelchair access
La Villa Madie;Avenue de Revestel, Cassis, 13260, France;Cassis; France;€€€€;100;Creative;5.544944;43.2110889;NO;SI;http://www.lavillamadie.com;3 Stars;Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access
Le Clos des Sens;13 rue Jean-Mermoz - à Annecy-le-Vieux, Annecy, 74940, France;Annecy; France;€€€€;100;Creative;6.1445765;45.9176317;SI;SI;https://www.closdessens.com/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access
Ta Vie;2F, The Pottinger Hotel, 21 Stanley Street, Central, Hong Kong;Hong Kong;;$$$$;100;Innovative;114.15529;22.282766;SI;SI;https://www.tavie.com.hk;3 Stars;Air conditioning,Wheelchair access
Caprice;6F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong, Hong Kong SAR China;Hong Kong;;$$$$;100;French Contemporary;114.1566097;22.2866489;SI;NO;https://www.fourseasons.com/hongkong/dining/restaurants/caprice/;3 Stars;Air conditioning,Car park,Great view,Interesting wine list,Valet parking,Wheelchair access
8 1/2 Otto e Mezzo - Bombana;Shop 202, 2F, Alexandra House, 18 Chater Road, Central, Hong Kong;Hong Kong;;$$$$;100;Italian;114.15867;22.2814635;NO;SI;https://www.ottoemezzobombana.com;3 Stars;Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access
Jade Dragon;2F, The Shops at the Boulevard, City of Dreams, Estrada do Istmo, Cotai, Macau;Macau;;$$$;70;Cantonese;113.56715;22.149137;NO;NO;https://www.cityofdreamsmacau.com;3 Stars;Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access
Forum;1F, Sino Plaza, 255-257 Gloucester Road, Causeway Bay, Hong Kong;Hong Kong;;$$$$;100;Cantonese;114.1821905;22.2813972;NO;SI;http://www.forumrestaurant1977.com;3 Stars;Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus
Robuchon au Dôme;43F, Grand Lisboa Hotel, Avenida de Lisboa, Macau, Macau;Macau;;$$$$;100;French Contemporary;113.54395;22.189949;SI;SI;https://www.grandlisboahotels.com/en/dining/robuchon-au-dome;3 Stars;Air conditioning,Car park,Great view,Interesting wine list,Valet parking,Wheelchair access
L'Atelier de Joël Robuchon;Shop 401, 4F, Landmark Atrium, 15 Queen's Road Central, Hong Kong;Hong Kong;;$$$$;100;French Contemporary;114.15816;22.281199;SI;NO;https://www.robuchon.hk;3 Stars;Air conditioning,Counter dining,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access
T'ang Court;1-2F, The Langham Hotel, 8 Peking Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China;Hong Kong;;$$$;70;Cantonese;114.1698;22.296572;NO;NO;https://www.langhamhotels.com/en/the-langham/hong-kong/dine/tang-court/;3 Stars;Air conditioning,Car park,Restaurant offering vegetarian menus,Valet parking,Wheelchair access
Sushi Shikon;7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Central, Hong Kong;Hong Kong;;$$$$;100;Sushi;114.1577893;22.2806103;SI;SI;https://sushi-shikon.com;3 Stars;Air conditioning,Car park,Counter dining,Notable sake list,Valet parking,Wheelchair access
Zilte;Hanzestedenplaats 5, Antwerpen, 2000, Belgium;Antwerpen; Belgium;€€€€;100;Creative;4.4047543;51.228828;NO;SI;https://www.zilte.be/;3 Stars;Air conditioning,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Boury;Rumbeeksesteenweg 300, Roeselare, 8800, Belgium;Roeselare; Belgium;€€€€;100;Creative French;3.1403981;50.9374466;NO;SI;https://www.restaurantboury.be/;3 Stars;Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Terrace
L'Enclume;Cavendish Street, Cartmel, LA11 6QA, United Kingdom;Cartmel; United Kingdom;££££;100;Creative British;-2.9538681;54.2017708;NO;NO;https://www.lenclume.co.uk/;3 Stars;Air conditioning,Garden or park,Interesting wine list,Restaurant offering vegetarian menus
Hélène Darroze at The Connaught;Carlos Place, Mayfair, London, W1K 2AL, United Kingdom;London; United Kingdom;££££;100;Modern Cuisine;-0.1492905;51.510188;SI;NO;https://www.the-connaught.co.uk/restaurants-bars/helene-darroze-at-the-connaught/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus
Alain Ducasse at The Dorchester;Park Lane, Mayfair, London, W1K 1QA, United Kingdom;London; United Kingdom;££££;100;French;-0.152575;51.5073381;SI;SI;https://www.alainducasse-dorchester.com/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Fat Duck;High Street, Bray, SL6 2AQ, United Kingdom;Bray; United Kingdom;££££;100;Creative;-0.7017529;51.5078582;NO;NO;https://thefatduck.co.uk/;3 Stars;Air conditioning,Car park,Interesting wine list
Sketch, The Lecture Room and Library;9 Conduit Street, Mayfair, London, W1S 2XG, United Kingdom;London; United Kingdom;££££;100;Modern French;-0.1415369;51.5126775;SI;NO;https://sketch.london/the-lecture-room;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus
Restaurant Gordon Ramsay;68-69 Royal Hospital Road, Chelsea, London, SW3 4HP, United Kingdom;London; United Kingdom;££££;100;French;-0.1621766;51.4854381;SI;SI;https://www.gordonramsayrestaurants.com/restaurant-gordon-ramsay/;3 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus
The Ledbury;127 Ledbury Road, Notting Hill, London, W11 2AQ, United Kingdom;London; United Kingdom;££££;100;Modern Cuisine;-0.2000731;51.516681;SI;NO;https://www.theledbury.com/;3 Stars;Air conditioning,Interesting wine list
CORE by Clare Smyth;92 Kensington Park Road, Notting Hill, London, W11 2PN, United Kingdom;London; United Kingdom;££££;100;Modern British;-0.2030649;51.5126689;NO;SI;https://www.corebyclaresmyth.com/;3 Stars;Air conditioning,Interesting wine list
Waterside Inn;Ferry Road, Bray, SL6 2AT, United Kingdom;Bray; United Kingdom;££££;100;Classic French;-0.6994376;51.5091092;NO;NO;https://www.waterside-inn.co.uk/;3 Stars;Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus
Landhaus Bacher;Südtiroler Platz 2, Mautern an der Donau, 3512, Austria;Mautern an der Donau; Austria;€€€€;100;Classic Cuisine;15.5794174;48.393172;NO;SI;http://www.landhaus-bacher.at;2 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace
Döllerer;Markt 56, Golling an der Salzach, 5440, Austria;Golling an der Salzach; Austria;€€€€;100;Innovative, Alpine;13.1677057;47.5972979;SI;SI;http://www.doellerer.at;2 Stars;Air conditioning,Interesting wine list,Terrace,Wheelchair access
Ois;Unternberg 6, Neufelden, 4120, Austria;Neufelden; Austria;€€€€;100;Modern Cuisine, Austrian;14.0023486;48.4814599;NO;SI;https://www.muehltalhof.at/;2 Stars;Car park,Interesting wine list
Taubenkobel;Hauptstraße 31, Schützen am Gebirge, 7081, Austria;Schützen am Gebirge; Austria;€€€€;100;French Contemporary, Regional Cuisine;16.6264336;47.8515574;SI;NO;https://www.taubenkobel.com/;2 Stars;Garden or park,Interesting wine list,Terrace
Obauer;Markt 46, Werfen, 5450, Austria;Werfen; Austria;€€€€;100;Classic Cuisine, Seasonal Cuisine;13.1902449;47.4755112;NO;SI;https://obauer.com/;2 Stars;Air conditioning,Car park,Interesting wine list,Terrace
SENNS.Restaurant;Söllheimerstrasse 16, Salzburg, 5020, Austria;Salzburg; Austria;€€€€;100;Creative;13.063525;47.8361594;SI;NO;https://www.senns.restaurant/de;2 Stars;Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Silvio Nickol Gourmet Restaurant;Coburgbastei 4, Vienna, 1010, Austria;Vienna; Austria;€€€€;100;Modern Cuisine;16.3770073;48.2058003;NO;NO;https://www.palais-coburg.com/kulinarik/silvio-nickol/;2 Stars;Air conditioning,Interesting wine list,Terrace,Wheelchair access
Stüva;Dorfstr. 73, Ischgl, 6561, Austria;Ischgl; Austria;€€€€;100;Creative French, Modern Cuisine;10.28901;47.00948;SI;NO;http://www.yscla.at;2 Stars;Air conditioning,Interesting wine list,Notable sake list,Terrace
Restaurant 141 by Joachim Jaud;Obermieming 141, Mieming, 6414, Austria;Mieming; Austria;€€€€;100;Creative, Seasonal Cuisine;10.9869243;47.3076251;SI;NO;https://www.schwarz.at/de/das-alpenresort/kulinarik/restaurant-141/;2 Stars;Car park,Garden or park,Restaurant offering vegetarian menus,Wheelchair access
Doubek;Kochgasse 13, Vienna, 1080, Austria;Vienna; Austria;€€€€;100;Creative, Modern Cuisine;16.3494422;48.2131761;NO;NO;https://restaurantdoubek.at/;2 Stars;Air conditioning,Interesting wine list
Ikarus;Wilhelm-Spazier-Straße 7a, Salzburg, 5020, Austria;Salzburg; Austria;€€€€;100;Creative, Modern Cuisine;13.0078642;47.7935688;NO;SI;https://www.hangar-7.com/de/;2 Stars;Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access
Mraz & Sohn;Wallensteinstraße 59, Vienna, 1200, Austria;Vienna; Austria;€€€€;100;Creative;16.3762794;48.2313246;NO;NO;https://www.mrazundsohn.at/;2 Stars;Car park,Interesting wine list
Griggeler Stuba;Oberlech 568, Lech am Arlberg, 6764, Austria;Lech am Arlberg; Austria;€€€€;100;Modern Cuisine, International;10.1386433;47.2174694;SI;NO;https://www.burgvitalresort.com/de/kulinarik/griggeler-stuba/;2 Stars;Car park,Great view,Interesting wine list,Terrace,Wheelchair access
Kräuterreich by Vitus Winkler;Kirchweg 2, Sankt Veit im Pongau, 5621, Austria;Sankt Veit im Pongau; Austria;€€€€;100;Creative, Seasonal Cuisine;13.15309;47.32784;NO;SI;https://www.sonnhof-vituswinkler.at/;2 Stars;Car park,Great view,Restaurant offering vegetarian menus,Terrace
Gourmetrestaurant Tannenhof;Nassereinerstraße 98, Sankt Anton am Arlberg, 6580, Austria;Sankt Anton am Arlberg; Austria;€€€€;100;Alpine, Modern Cuisine;10.2770669;47.1397632;SI;NO;https://www.hoteltannenhof.net/hotel/genuss/;2 Stars;Car park,Great view,Interesting wine list,Terrace
Schwarzer Adler;Eugenstr. 3, Hall in Tirol, 6060, Austria;Hall in Tirol; Austria;€€€€;100;European Contemporary;11.5082452;47.2811406;NO;NO;https://www.schwarzeradler-hall.tirol/restaurant/;2 Stars;Restaurant offering vegetarian menus
Rote Wand Chef's Table;Zug 5, Lech am Arlberg, 6764, Austria;Lech am Arlberg; Austria;€€€€;100;Modern Cuisine;10.1153491;47.2010452;NO;SI;https://www.rotewand.com/gourmet/rote-wand-chefs-table/;2 Stars;Car park,Counter dining,Interesting wine list
Konstantin Filippou;Dominikanerbastei 17, Vienna, 1010, Austria;Vienna; Austria;€€€€;100;Modern Cuisine;16.3797942;48.2107279;NO;NO;https://konstantinfilippou.com/;2 Stars;Air conditioning,Interesting wine list,Terrace,Wheelchair access
Delta;364 Syggrou Avenue, Athens, 17674, Greece;Athens; Greece;€€€€;100;Creative, Greek;23.6920295;37.9388218;SI;SI;http://www.deltarestaurant.gr;2 Stars;Air conditioning,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Platán Gourmet;Kastély tér 6, Tata, 2890, Hungary;Tata; Hungary;€€€€;100;Creative, Hungarian;18.3183168;47.6478063;SI;NO;https://platangourmet.com/;2 Stars;Air conditioning,Car park,Garden or park
Stand;Székely Mihály utca 2, Budapest, 1061, Hungary;Budapest; Hungary;€€€€;100;Modern Cuisine, Hungarian;19.0596687;47.5001729;SI;SI;https://standrestaurant.hu;2 Stars;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus
César;333 Hudson St., New York, 10013, USA;New York; USA;$$$$;100;Contemporary, Seafood;-74.0076088;40.7271776;SI;NO;https://www.cesar.restaurant/;2 Stars;Air conditioning,Interesting wine list
odo;17 W. 20th St., New York, 10011, USA;New York; USA;$$$$;100;Japanese, Contemporary;-73.9929904;40.7407048;SI;NO;https://www.odo.nyc/;2 Stars;Air conditioning,Counter dining,Terrace
Sushi Sho;3 E. 41st St., New York, 10017, USA;New York; USA;$$$$;100;Sushi;-73.9808012;40.7526984;NO;SI;;2 Stars;Air conditioning,Counter dining
